Dataset,Mixture Label,length,Duplicate,Duplicate Of,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42,length
Bushdid,74,10,False,,CCCCCCCCCCC=O,CCCCCCCC1CCC(=O)O1,CCCC(C)O,CC(=O)C=C(C)C,CC(C)c1ccc(C=O)cc1,CCCCCCCCCOC(C)=O,C=C[C@](C)(O)CCC=C(C)C,CCCCCC1CCC(=O)O1,CCCCCC=O,CCCCC/C=C/C=C/C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,75,30,False,,CC(C)CCOC(=O)Cc1ccccc1,CC(=O)C=C(C)C,C=C(C)[C@H]1CC=C(C)CC1,CC1CCC(=O)O1,CC=O,SCc1ccco1,CCCCC(=O)O,C=C[C@](C)(O)CCC=C(C)C,C1CCSC1,CCCC(=O)OC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(CC=O)CCCC(C)(C)O,CC1=CC[C@@H](C(C)(C)O)CC1,CC(C)=CCC[C@H](C)CCO,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,O=C/C=C/c1ccccc1,CCCCC/C=C/C=C/C=O,CCOC(=O)c1ccccc1,C=CC(O)CC,CCOC=O,CCCCCCCC1CCC(=O)O1,CCCCCCCCCC(=O)OCC,C=CCc1ccc(O)c(OC)c1,CSCSC,Cc1c[nH]c2ccccc12,CSC,CC1=CC(=O)CC(C)(C)C1,CC(=O)Oc1ccc(C)cc1,CCCCCCCCCCC=O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,,,,,,,,,,,,,30
Bushdid,76,30,False,,CC(C)CCOC(=O)Cc1ccccc1,CC(=O)C=C(C)C,C=C(C)[C@H]1CC=C(C)CC1,CC1CCC(=O)O1,CC=O,SCc1ccco1,CCCCC(=O)O,C=C[C@](C)(O)CCC=C(C)C,C1CCSC1,CCCC(=O)OC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(CC=O)CCCC(C)(C)O,CC1=CC[C@@H](C(C)(C)O)CC1,CC(C)=CCC[C@H](C)CCO,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,O=C/C=C/c1ccccc1,CCCCC/C=C/C=C/C=O,CCOC(=O)c1ccccc1,C=CC(O)CC,CCOC=O,CCCCCCCC1CCC(=O)O1,CCCCCCCCCC(=O)OCC,C=CCc1ccc(O)c(OC)c1,CSCSC,Cc1c[nH]c2ccccc12,CSC,CC1=CC(=O)CC(C)(C)C1,CC(=O)Oc1ccc(C)cc1,CCCCCCCCCCC=O,O=C(O)Cc1ccccc1,,,,,,,,,,,,,,30
Bushdid,77,20,False,,CC=O,CCCCCC(C)O,CCC/C=C/C=O,CCCCCOC(C)=O,CCCCCC=O,CCc1cnccn1,CCCC=O,CC(CC=O)CCCC(C)(C)O,CCCCCCCCCC(=O)O,CCCO,CC(=O)c1ccccn1,CC(C)CC(=O)O,COc1ccccc1O,CC(C)CCOC(=O)Cc1ccccc1,CC(=O)C=C(C)C,CCCS,CCCCCCO,Cc1cc(O)c(C(C)C)cc1Cl,Cc1ccccc1C=O,CC(C)CC=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,78,20,False,,CC=O,CCCCCC(C)O,CCC/C=C/C=O,CCCCCOC(C)=O,CCCCCC=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccccc1,CSCSC,CC(=O)Oc1ccc(C)cc1,SCc1ccco1,CC(=O)OCCc1ccccc1,C1CCSC1,CC(=O)O,COc1ccccc1,CC12CCC(CC1)C(C)(C)O2,C=C(C)[C@H]1CC=C(C)CC1,CSSSC,C=C1CC[C@H]2C[C@@H]1C2(C)C,CSSC,CC1=CCC(C(C)C)C=C1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,79,20,False,,C=CC(O)CC,CCOC(=O)C1OC1(C)c1ccccc1,CC(=O)O,CCOC(=O)C(C)O,CC1CCC(=O)O1,c1ccc(Oc2ccccc2)cc1,CC(=O)OCCC(C)C,SCc1ccco1,CC/C=C1\OC(=O)c2ccccc21,COC(=O)c1ccccc1,CC(C)c1ccc(C=O)cc1,CCCC(=O)SC,CC(C)=CCC/C(C)=C/CO,c1ccc2[nH]ccc2c1,CC(=O)C(C)O,CCCC(=O)CC,CC(C)C(=O)O,Cc1ccc(OC(=O)C(C)C)cc1,CCOC(=O)c1ccccc1,CCCCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,80,20,False,,C=CC(O)CC,CCOC(=O)C1OC1(C)c1ccccc1,CC(=O)O,CCOC(=O)C(C)O,CC1CCC(=O)O1,c1ccc(Oc2ccccc2)cc1,CC(=O)OCCC(C)C,SCc1ccco1,CC/C=C1\OC(=O)c2ccccc21,COC(=O)c1ccccc1,CC(C)c1ccc(C=O)cc1,CCCC(=O)SC,CC(C)=CCC/C(C)=C/CO,c1ccc2[nH]ccc2c1,CC(=O)C(C)O,Cc1ccccc1,CCc1ccc(O)c(OC)c1,CCCCCCCCCC(=O)OCC,O=Cc1ccccc1,CCCCCCCCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,81,10,False,,COc1ccccc1,O=C/C=C/c1ccccc1,CCCCCCCC(=O)OCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCOC(C)=O,c1ccsc1,CSSC,CC(=O)O,C=C(C)[C@H]1CC=C(C)CC1,CCC(C)S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,82,10,False,,CCOC(=O)c1ccccc1,Cc1ccccc1,CCCC(C)O,CCCCCCCC(=O)OC,CCCCCC=O,Cc1ccc2ncccc2c1,SCc1ccco1,Cc1ccc(C(C)C)c(O)c1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,O=C(O)Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,83,30,False,,CCCCCC1CCC(=O)O1,CC1CCC(=O)O1,CC/C=C1\OC(=O)c2ccccc21,CC(=O)O,CC(=O)OCCC(C)C,COC(=O)c1ccccc1O,CCOC=O,CSSC,CCCCCC(C)=O,C=CCc1ccc(O)c(OC)c1,CCCCCC(=O)OCC,CC1=CC[C@@H](C(C)(C)O)CC1,CC(C)CCOC(=O)Cc1ccccc1,CC(C)C=O,COc1ccccc1,COC(=O)c1ccccc1N,CC(C)=O,CCCCC/C=C/C=C/C=O,CC1=CCC2CC1C2(C)C,CCCCCOC(=O)CCC,CCCCCCOC(=O)CCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C#Cc1ccccc1,CCCCCCCCCOC(C)=O,Cc1ccc(C(C)C)c(O)c1,CC(C)CC=O,CCCO,CCCCCOC(C)=O,CC12CCC(CC1)C(C)(C)O2,CCCC(=O)SC,,,,,,,,,,,,,,30
Bushdid,84,30,False,,CCCCCC1CCC(=O)O1,CC1CCC(=O)O1,CC/C=C1\OC(=O)c2ccccc21,CC(=O)O,CC(=O)OCCC(C)C,COC(=O)c1ccccc1O,CCOC=O,CSSC,CCCCCC(C)=O,C=CCc1ccc(O)c(OC)c1,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCOC(=O)CCCC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCC=O,CCC(C)S,C=C[C@](C)(O)CCC=C(C)C,CCCCC(=O)OCC,CC(=O)c1ccccn1,OC1CCCCC1,CCCCCCCC1CCC(=O)O1,CCCCCCCCCC(=O)OCC,COC(=O)c1ccccc1,CC(=O)OCCc1ccccc1,C=CCCCCCCCCC(=O)O,CCCCCCCC(C)O,O=C(O)Cc1ccccc1,CCC(=O)OC,CCOC(=O)CC,CCCCNCCCC,CC(C)C(=O)O,,,,,,,,,,,,,,30
Bushdid,85,20,False,,C#Cc1ccccc1,CCCC=O,CCCC(=O)SC,Cc1ccc(OC(=O)C(C)C)cc1,O=Cc1ccccc1,Cc1c[nH]c2ccccc12,CCCCCOC(=O)CCCC,OCCc1ccccc1,CCCCCCC=O,CCCCCCOC(=O)CCCCC,CCCO,CCCCCOC(C)=O,COC(=O)c1ccccc1O,COC(=O)c1ccccc1,CC(C)=CCC/C(C)=C/CO,CC(=O)c1ccccn1,CCc1ccc(O)c(OC)c1,CCCCCC(=O)O,COc1ccc(C)cc1,CC(C)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,86,20,False,,CC(O)C(=O)O,CCCCCCCC1CCC(=O)O1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCC(=O)OC(C)(C)Cc1ccccc1,COc1ccccc1O,CC(C)C=O,Cc1ccccc1,CC(=O)C(C)O,CCCCCCCCC(C)=O,CCCCCCCC(C)O,CCCCCC1CCC(=O)O1,Cc1ccccc1C=O,Cc1ccc(O)cc1,c1ccc2[nH]ccc2c1,Cc1nccnc1C,CC(C)=CCC[C@H](C)CCO,CC(=O)C(=O)O,CC12CCC(CC1)C(C)(C)O2,Cc1ccc2ncccc2c1,CCOC(=O)C1OC1(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,87,20,False,,COc1ccc(C=O)cc1,Cc1ccc(C(C)C)c(O)c1,CC(C)(O)CCc1ccccc1,COC(=O)c1ccccc1O,CC=O,C=CCCCCCCCCC(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,Cc1ccc(O)cc1,CC1=CCC(C(C)C)C=C1,CC(C)=CCC[C@H](C)CCO,CC(C)=CCC/C(C)=C/CO,CCCCOC(C)=O,Cc1ccccc1C=O,CCCC(=O)OC,C=C(C)[C@H]1CC=C(C)CC1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCOC(=O)CC,CC(CC=O)CCCC(C)(C)O,CC(C)CC=O,CC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,88,20,False,,Cc1ccccc1,CC1=CC[C@@H](C(C)(C)O)CC1,O=C(O)Cc1ccccc1,CCCCCOC(=O)CCCC,CC(C)O,CC(C)c1ccc(C=O)cc1,C1CCSC1,CC(=O)c1ccccn1,COC(=O)c1ccccc1N,O=Cc1ccccc1,COc1ccccc1,CSSC,CCCCCC(C)O,CCCCCCCC(=O)OCC,CCCO,Cc1ccc(C(C)C)cc1,COC(OC)C(C)c1ccccc1,CCCCCC(=O)O,CC(=O)O,CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,89,30,False,,C1CCSC1,CCOC(=O)CC,Cc1nccnc1C,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCCC,CC(=O)C(C)O,Cc1ccc2ncccc2c1,COC(=O)c1ccccc1N,CCCCNCCCC,CC12CCC(CC1)C(C)(C)O2,C=C1CC[C@H]2C[C@@H]1C2(C)C,COc1ccc(C=O)cc1,COc1ccccc1,CCCCCCCC1CCC(=O)O1,CCCCC(=O)O,CCCCCCOC(=O)CCCCC,CC1=CC(=O)CC(C)(C)C1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCCCC(=O)OCC,C=CC(O)CCCCC,CCCC(=O)CC,CCCS,CC/C=C1\OC(=O)c2ccccc21,CSC,SCc1ccco1,CCC/C=C/C=O,COc1ccccc1O,CCC(C)S,C=C(C)[C@H]1CC=C(C)CC1,CCCC=O,,,,,,,,,,,,,,30
Bushdid,90,30,False,,C1CCSC1,CCOC(=O)CC,Cc1nccnc1C,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCCC,CC(=O)C(C)O,Cc1ccc2ncccc2c1,COC(=O)c1ccccc1N,CCCCNCCCC,CC12CCC(CC1)C(C)(C)O2,C=C1CC[C@H]2C[C@@H]1C2(C)C,COc1ccc(C=O)cc1,COc1ccccc1,CCCCCCCC1CCC(=O)O1,CCCCC(=O)O,CCCCCCOC(=O)CCCCC,CC1=CC(=O)CC(C)(C)C1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCCCC(=O)OCC,C=CC(O)CCCCC,CCCC(=O)CC,CCCS,CC/C=C1\OC(=O)c2ccccc21,CSC,SCc1ccco1,CCC/C=C/C=O,COc1ccccc1O,CCC(C)S,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,,,,,,,,,,,,,30
Bushdid,91,20,False,,c1ccc(Oc2ccccc2)cc1,CC(C)=CCCC(C)C=O,CC12CCC(CC1)C(C)(C)O2,CC1=CC(=O)CC(C)(C)C1,CCCCCCCCCC(=O)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)(O)CCc1ccccc1,CC(=O)c1ccccn1,Cc1ccc(C(C)C)c(O)c1,CCCC(O)CC,CSSC,CN(C)C,CCOC(=O)C1OC1(C)c1ccccc1,CCCCSCCCC,CC(=O)c1ccccc1,Cc1ccc2ncccc2c1,CCC/C=C/C=O,OCCc1ccccc1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCC(C)=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,92,20,False,,c1ccc(Oc2ccccc2)cc1,CC(C)=CCCC(C)C=O,CC12CCC(CC1)C(C)(C)O2,CC1=CC(=O)CC(C)(C)C1,CCCCCCCCCC(=O)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)(O)CCc1ccccc1,CC(=O)c1ccccn1,Cc1ccc(C(C)C)c(O)c1,CCCC(O)CC,CSSC,CN(C)C,CCOC(=O)C1OC1(C)c1ccccc1,CCCCSCCCC,CC(=O)c1ccccc1,Cc1ccc2ncccc2c1,CCC/C=C/C=O,OCCc1ccccc1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,COc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,93,20,False,,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,CCCCCCOC(=O)CCCCC,c1ccc2[nH]ccc2c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCCCCCC(C)=O,COC(=O)c1ccccc1N,CC(=O)Oc1ccc(C)cc1,CCCCCC(C)=O,OCCc1ccccc1,C=CCc1ccc(O)c(OC)c1,CCCCCC(=O)OCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCC(=O)O,CCCS,CCC/C=C/C=O,CCc1cnccn1,Cc1ccccc1,CCCCNCCCC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,94,20,False,,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,CCCCCCOC(=O)CCCCC,c1ccc2[nH]ccc2c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCCCCCC(C)=O,COC(=O)c1ccccc1N,CC(=O)Oc1ccc(C)cc1,CCCCCC(C)=O,Cc1ccc(OC(=O)C(C)C)cc1,O=C/C=C/c1ccccc1,CC(O)C(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,COC(=O)c1ccccc1,CC(C)=CCC/C(C)=C/CO,CC(CC=O)CCCC(C)(C)O,CCCCCCCCCCC=O,CCOC(=O)C1OC1(C)c1ccccc1,Cc1nccnc1C,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,95,30,False,,CCCCNCCCC,Cc1ccccc1C=O,C=CC(O)CC,CC(=O)OCCC(C)C,Cc1ccc(OC(=O)C(C)C)cc1,c1ccc2[nH]ccc2c1,C=CCCC(=O)O,CCOC(=O)C(C)O,CCCS,CCCCCCC=O,CCCC(O)CC,C#Cc1ccccc1,CCCCOC(C)=O,C=C[C@](C)(O)CCC=C(C)C,CC(C)C=O,O=C(O)Cc1ccccc1,CCCCCOC(C)=O,CCCCCC(C)=O,CCC(=O)OC,CCC(C)S,CCCC(=O)O,CC(=O)c1ccccn1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCOC(=O)CC,COc1ccccc1,CC1=CC(=O)CC(C)(C)C1,OCCc1ccccc1,CCCCCCOC(=O)CCCCC,CCCC=O,CCCCCCCCC(C)=O,,,,,,,,,,,,,,30
Bushdid,96,30,False,,CCCCCC(=O)OCC,CCCSCCC,CC/C=C1\OC(=O)c2ccccc21,CC1=CCC2CC1C2(C)C,OC1CCCCC1,CCCCCCCCCOC(C)=O,CCCCCOC(=O)CCC,CC(C)CC=O,C=CCc1ccc(O)c(OC)c1,CCCC(=O)SC,COc1ccc(C=O)cc1,CC(=O)C=C(C)C,CCCC(=O)OCC,CCCCCC=O,CC(C)O,CSSSC,C=C(C)[C@H]1CC=C(C)CC1,CCCC(=O)CC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCOC(=O)CCC(=O)OCC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCC(=O)OC,CCCCSCCCC,CC1CCC(=O)O1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCC(C)O,COc1ccc(C)cc1,COc1ccccc1O,CCCCCCCCCC(=O)O,CC(=O)C(=O)O,,,,,,,,,,,,,,30
Bushdid,97,20,False,,COC(=O)c1ccccc1O,CC(C)=O,CC(=O)C(=O)O,C=CC(O)CCCCC,CCc1ccc(O)c(OC)c1,CSCSC,CC(C)CC=O,CCCS,CCCCCOC(=O)CCC,CCCC(=O)O,CC(C)C(=O)O,SCc1ccco1,CCCCCC(C)O,CCOC(=O)CCC(=O)OCC,CC(CC=O)CCCC(C)(C)O,CC(=O)C(C)O,CSSC,COC(OC)C(C)c1ccccc1,COc1ccccc1,CCCCCCCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,98,20,False,,COC(=O)c1ccccc1O,CC(C)=O,CC(=O)C(=O)O,C=CC(O)CCCCC,CCc1ccc(O)c(OC)c1,CC(C)c1ccc(C=O)cc1,O=C(O)Cc1ccccc1,CCOC(=O)CC,Cc1nccnc1C,CC1CCC(=O)O1,OCCc1ccccc1,CN(C)C,CCC/C=C/C=O,CCCCC(=O)OCC,CC(C)C=O,CCCCCCCC(=O)OCC,COc1ccc(C)cc1,CC(C)(O)CCc1ccccc1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCCO,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,99,10,False,,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCC(C)S,O=C(O)Cc1ccccc1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCS,CCCCCCCC(=O)OC,Cc1ccc(O)cc1,CC(C)c1ccc(C=O)cc1,C=C(C)[C@H]1CC=C(C)CC1,c1ccc2[nH]ccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,100,10,False,,CC1=CCC2CC1C2(C)C,CCCCC(=O)O,CCCC(C)O,CCCCCCOC(=O)CCCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCCCCCOC(C)=O,CC(C)=CCC[C@H](C)CCO,CCc1cnccn1,Cc1c[nH]c2ccccc12,CCCCCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,101,30,False,,SCc1ccco1,CC1=CC(=O)CC(C)(C)C1,CCCCCCCC1CCC(=O)O1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)c1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,CCC/C=C/C=O,O=Cc1ccccc1,CC(=O)Oc1ccc(C)cc1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCC=O,CCCCCCCCCCC=O,CC(=O)c1ccccn1,CCc1ccc(O)c(OC)c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(=O)C=C(C)C,C=CCc1ccc(O)c(OC)c1,Cc1ccccc1C=O,COC(=O)c1ccccc1O,OCCc1ccccc1,O=C/C=C/c1ccccc1,c1ccsc1,CCCCCOC(=O)CCC,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCC(=O)OC,CCCCSCCCC,CCOC=O,CC(C)c1ccc(C=O)cc1,CC(C)CC(=O)O,CC(=O)OCCC(C)C,,,,,,,,,,,,,,30
Bushdid,102,30,False,,SCc1ccco1,CC1=CC(=O)CC(C)(C)C1,CCCCCCCC1CCC(=O)O1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)c1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,CCC/C=C/C=O,O=Cc1ccccc1,CC(=O)Oc1ccc(C)cc1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCC=O,CCCCCCCCCCC=O,CC(=O)c1ccccn1,CCc1ccc(O)c(OC)c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(=O)C=C(C)C,C=CCc1ccc(O)c(OC)c1,Cc1ccccc1C=O,COC(=O)c1ccccc1O,OCCc1ccccc1,CC(CC=O)CCCC(C)(C)O,CCCCC(=O)OCC,C=CCCCCCCCCC(=O)O,CC(C)=CCC/C(C)=C/CO,CCOC(=O)CCC(=O)OCC,CC(C)O,COC(=O)c1ccccc1N,CC1=CCC(C(C)C)C=C1,COc1ccc(C=O)cc1,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,30
Bushdid,103,10,False,,CC(C)CC(=O)O,C=CCc1ccc(O)c(OC)c1,CN(C)C,CCCO,CC(CC=O)CCCC(C)(C)O,CSSSC,CC(=O)Oc1ccc(C)cc1,Cc1ccc(C(C)C)cc1,C=C(C)[C@H]1CC=C(C)CC1,CCCCNCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,104,10,False,,CC(C)CC(=O)O,C=CCc1ccc(O)c(OC)c1,CN(C)C,CCCCSCCCC,CCCCCCO,CCCC(C)O,CCCCCCCC(=O)OCC,CCCCCCCCC(C)=O,CCCCCC(C)O,C1CCSC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,105,10,False,,CC(C)CCOC(=O)Cc1ccccc1,CCOC(=O)CC,CCCCCC(C)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)O,c1ccc(Oc2ccccc2)cc1,OC1CCCCC1,CC12CCC(CC1)C(C)(C)O2,CCc1cnccn1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,106,10,False,,CC(C)CCOC(=O)Cc1ccccc1,CCOC(=O)CC,CCCCCC(C)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)O,c1ccc(Oc2ccccc2)cc1,OC1CCCCC1,CC12CCC(CC1)C(C)(C)O2,CCc1cnccn1,CC1=CCC(C(C)C)C=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,107,30,False,,CC(=O)c1ccccc1,CC1=CC(=O)CC(C)(C)C1,CC(C)C(=O)O,COc1ccccc1,COC(=O)c1ccccc1,CCCCCCCC(=O)OC,COc1ccc(C=O)cc1,CC(C)O,C#Cc1ccccc1,CCCCNCCCC,CC(C)=CCC[C@H](C)CCO,Cc1ccccc1,CCCCCCCCCOC(C)=O,CC(C)CC(=O)O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCC(C)=O,CC(=O)O,CCCCCC(=O)OCC,CSC,CCCC(=O)O,CCCCCOC(=O)CCCC,CC(=O)c1ccccn1,CCCCCCCCCC(=O)O,CSCSC,OC1CCCCC1,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCOC(=O)CCC,CC(=O)C(C)O,CCCC=O,CC(C)=CCCC(C)C=O,,,,,,,,,,,,,,30
Bushdid,108,30,False,,CC(=O)c1ccccc1,CC1=CC(=O)CC(C)(C)C1,CC(C)C(=O)O,COc1ccccc1,COC(=O)c1ccccc1,CCCCCCCC(=O)OC,COc1ccc(C=O)cc1,CC(C)O,C#Cc1ccccc1,CCCCNCCCC,CC(C)=CCC[C@H](C)CCO,Cc1ccccc1,CCCCCCCCCOC(C)=O,CC(C)CC(=O)O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCC(C)=O,CC(=O)O,CCCCCC(=O)OCC,CSC,CCCC(=O)O,COc1ccccc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCC(C)S,Cc1ccc(C(C)C)cc1,CC(=O)OCCc1ccccc1,CSSC,CC(C)=O,Cc1nccnc1C,CCCC(=O)SC,Cc1ccc2ncccc2c1,,,,,,,,,,,,,,30
Bushdid,109,10,False,,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCC/C=C/C=C/C=O,CCCC(=O)OCC,CCCCC(=O)OCC,CC(C)(O)CCc1ccccc1,COc1ccc(C=O)cc1,CCOC=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccccc1,Cc1ccc(O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,110,10,False,,C=C(C)[C@H]1CC=C(C)CC1,CCOC(=O)C(C)O,CCCC(C)O,CN(C)C,COC(=O)c1ccccc1O,CC(C)C(=O)O,CC(C)=CCC/C(C)=C/CO,CC1=CCC(C(C)C)C=C1,CCCC(=O)CC,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,111,20,False,,CC1=CCC(C(C)C)C=C1,CC(C)=CCC[C@H](C)CCO,CC=O,CC(C)=O,CCCCCCCCCCC=O,CCCCCC(C)=O,Cc1ccccc1C=O,C=CC(O)CC,CCCCCCOC(=O)CCCCC,CC/C=C1\OC(=O)c2ccccc21,OC1CCCCC1,CC(C)O,COc1ccc(C)cc1,OCCc1ccccc1,COc1ccccc1,CSSC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCCOC(=O)CCC,CCOC(=O)C(C)O,C=C1CC[C@H]2C[C@@H]1C2(C)C,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,112,20,False,,CC1=CCC(C(C)C)C=C1,CC(C)=CCC[C@H](C)CCO,CC=O,CC(C)=O,CCCCCCCCCCC=O,CCCCCC(C)=O,Cc1ccccc1C=O,C=CC(O)CC,CCCCCCOC(=O)CCCCC,CC/C=C1\OC(=O)c2ccccc21,OC1CCCCC1,CC(C)O,COc1ccc(C)cc1,OCCc1ccccc1,COc1ccccc1,CCCSCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)C(C)O,C=CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,113,10,False,,CSC,Cc1ccccc1C=O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCOC(C)=O,CCCS,CCCCCCC=O,CC(=O)OCCc1ccccc1,Cc1c[nH]c2ccccc12,CCOC=O,CCOC(=O)C1OC1(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
